,SPX.GI,FTSE.GI,FCHI.GI,GDAXI.GI,N225.GI,HSI.HI,000300.SH,SENSEX.GI
,标普500,英国富时100,法国CAC40,德国DAX,日经225,恒生指数,沪深300,印度SENSEX30
,收盘价,收盘价,收盘价,收盘价,收盘价,收盘价,收盘价,收盘价
2016/5/25,2090.54,6262.85,4481.64,10205.21,16757.35,20368.05,3059.2259,25881.17
2016/5/26,2090.1,6265.65,4512.64,10272.71,16772.46,20397.11,3064.2111,26366.68
2016/5/27,2099.06,6270.79,4514.74,10286.31,16834.84,20576.77,3062.4993,26653.6
2016/5/30,,,4529.4,10333.23,17068.02,20629.39,3066.7095,26725.6
2016/5/31,2096.96,6230.79,4505.62,10262.74,17234.98,20815.09,3169.5598,26667.96
2016/6/1,2099.33,6191.93,4475.39,10204.44,16955.73,20760.98,3160.547,26713.93
2016/6/2,2105.26,6185.61,4466,10208,16562.55,20859.22,3167.0997,26843.14
2016/6/3,2099.13,6209.63,4421.78,10103.26,16642.23,20947.24,3189.3255,26843.03
2016/6/6,2109.41,6273.4,4423.38,10121.08,16580.03,21030.22,3178.7883,26777.45
2016/6/7,2112.13,6284.53,4475.86,10287.68,16675.45,21328.24,3177.0536,27009.67
2016/6/8,2119.12,6301.52,4448.73,10217.03,16830.92,21297.88,3163.9864,27020.66
2016/6/13,2079.06,6044.97,4227.02,9657.44,16019.18,20512.99,3066.3413,26396.77
2016/6/14,2075.32,5923.53,4130.33,9519.2,15859,20387.53,3075.9834,26395.71
2016/6/15,2071.5,5966.8,4171.58,9606.71,15919.58,20467.52,3116.3682,26726.34
2016/6/16,2077.99,5950.48,4153.01,9550.47,15434.14,20038.42,3094.6748,26525.46
2016/6/17,2071.22,6021.09,4193.83,9631.36,15599.66,20169.98,3110.3572,26625.91
2016/6/20,2083.25,6204,4340.76,9962.02,15965.3,20510.2,3112.6744,26866.92
2016/6/21,2088.9,6226.55,4367.24,10015.54,16169.11,20668.44,3106.3175,26812.78
2016/6/22,2085.45,6261.19,4380.03,10071.06,16065.72,20795.12,3133.9611,26765.65
2016/6/23,2113.32,6338.1,4465.9,10257.03,16238.35,20868.34,3117.3168,27002.22
2016/6/24,2037.41,6138.69,4106.73,9557.16,14952.02,20259.13,3077.1554,26397.71
2016/6/27,2000.54,5982.2,3984.72,9268.66,15309.21,20227.3,3120.5443,26402.96
2016/6/28,2036.09,6140.39,4088.85,9447.28,15323.14,20172.46,3136.4013,26524.55
2016/6/29,2070.77,6360.06,4195.32,9612.27,15566.83,20436.12,3151.3898,26740.39
2016/6/30,2098.86,6504.33,4237.48,9680.09,15575.92,20794.37,3153.921,26999.72
2016/7/1,2102.95,6577.83,4273.96,9776.12,15682.48,,3154.2003,27144.91
2016/7/4,,6522.26,4234.86,9709.09,15775.8,21059.2,3204.6962,27278.76
2016/7/5,2088.55,6545.37,4163.42,9532.61,15669.33,20750.72,3207.3827,27166.87
2016/7/6,2099.73,6463.59,4085.3,9373.26,15378.99,20495.29,3216.8035,
2016/7/7,2097.9,6533.79,4117.85,9418.78,15276.24,20706.92,3209.9542,27201.49
2016/7/8,2129.9,6590.64,4190.68,9629.66,15106.98,20564.17,3192.2804,27126.9
2016/7/11,2137.16,6682.86,4264.53,9833.41,15708.82,20880.5,3203.3298,27626.69
2016/7/12,2152.14,6680.69,4331.38,9964.07,16095.65,21224.74,3273.1823,27808.14
2016/7/13,2152.43,6670.4,4335.26,9930.71,16231.43,21322.37,3282.8681,27815.18
2016/7/14,2163.75,6654.47,4385.52,10068.3,16385.89,21561.06,3276.7637,27942.11
2016/7/15,2161.74,6669.24,4372.51,10066.9,16497.85,21659.25,3276.2775,27836.5
2016/7/18,2166.89,6695.42,4357.74,10063.13,,21803.18,3262.0222,27746.66
2016/7/19,2163.78,6697.37,4330.13,9981.24,16723.31,21673.2,3248.2341,27787.62
2016/7/20,2173.02,6728.99,4379.76,10142.01,16681.89,21882.48,3237.6051,27915.89
2016/7/21,2165.17,6699.89,4376.25,10156.21,16810.22,22000.49,3252.5227,27710.52
2016/7/22,2175.03,6730.48,4381.1,10147.46,16627.25,21964.27,3225.1621,27803.24
2016/7/25,2168.48,6710.13,4388,10198.24,16620.29,21993.44,3230.885,28095.34
2016/7/26,2169.18,6724.03,4394.77,10247.76,16383.04,22129.73,3269.5882,27976.52
2016/7/27,2166.58,6750.43,4446.96,10319.55,16664.82,22218.99,3218.243,28024.33
2016/7/28,2170.06,6721.06,4420.58,10274.93,16476.84,22174.34,3221.1365,28208.62
2016/7/29,2173.6,6724.43,4439.81,10337.5,16569.27,21891.37,3203.9304,28051.86
2016/8/1,2170.84,6693.95,4409.17,10330.52,16635.77,22129.14,3176.8091,28003.12
2016/8/2,2157.03,6645.4,4327.99,10144.34,16391.45,,3189.0529,27981.71
2016/8/3,2163.79,6634.4,4321.08,10170.21,16083.11,21739.12,3193.5073,27697.51
2016/8/4,2164.25,6740.16,4345.63,10227.86,16254.89,21832.23,3201.2888,27714.37
2016/8/5,2182.87,6793.47,4410.55,10367.21,16254.45,22146.09,3205.1101,28078.35
2016/8/8,2180.89,6809.13,4415.46,10432.36,16650.57,22494.76,3234.1833,28182.57
2016/8/9,2181.74,6851.3,4468.07,10692.9,16764.97,22465.61,3256.9813,28085.16
2016/8/10,2175.49,6866.42,4452.01,10650.89,16735.12,22492.43,3243.3409,27774.88
2016/8/11,2185.79,6914.71,4503.95,10742.84,,22580.55,3233.3604,27859.6
2016/8/12,2184.05,6916.02,4500.19,10713.43,16919.92,22766.91,3294.2337,28152.4
2016/8/15,2190.15,6941.19,4497.86,10739.21,16869.56,22932.51,3393.4239,
2016/8/16,2178.15,6893.92,4460.44,10676.65,16596.51,22910.84,3378.2451,28064.61
2016/8/17,2182.22,6859.15,4417.68,10537.67,16745.64,22799.78,3373.0476,28005.37
2016/8/18,2187.02,6868.96,4437.06,10603.03,16486.01,23023.16,3364.4851,28123.44
2016/8/19,2183.87,6858.95,4400.52,10544.36,16545.82,22937.22,3365.0197,28077
2016/8/22,2182.64,6828.54,4389.94,10494.35,16598.19,22997.91,3336.7949,27985.54
2016/8/23,2186.9,6868.51,4421.45,10592.88,16497.36,22998.93,3341.8298,27990.21
2016/8/24,2175.44,6835.78,4435.47,10622.97,16597.3,22820.78,3329.8631,28059.94
2016/8/25,2172.47,6816.9,4406.61,10529.59,16555.95,22814.95,3308.9721,27835.91
2016/8/26,2169.04,6838.05,4441.87,10587.77,16360.71,22909.54,3307.0902,27782.25
2016/8/29,2180.38,,4424.25,10544.44,16737.49,22821.34,3307.7812,27902.66
2016/8/30,2176.12,6820.79,4457.49,10657.64,16725.36,23016.11,3311.9872,28343.01
2016/8/31,2170.95,6781.51,4438.22,10592.69,16887.4,22976.88,3327.7938,28452.17
2016/9/1,2170.86,6745.97,4439.67,10534.31,16926.84,23162.34,3301.5767,28423.48
2016/9/2,2179.98,6894.6,4542.17,10683.82,16925.68,23266.7,3314.1142,28532.11
2016/9/5,,6879.42,4541.08,10672.22,17037.63,23649.55,3319.6803,
2016/9/6,2186.48,6826.05,4529.96,10687.14,17081.98,23787.68,3342.6259,28978.02
2016/9/7,2186.16,6846.58,4557.66,10752.98,17012.44,23741.81,3340.8172,28926.36
2016/9/8,2181.3,6858.7,4542.2,10675.29,16958.77,23919.34,3339.564,29045.28
2016/9/9,2127.81,6776.95,4491.4,10573.44,16965.76,24099.7,3318.044,28797.25
2016/9/12,2159.04,6700.9,4439.8,10431.77,16672.92,23290.6,3262.6043,28353.54
2016/9/13,2127.02,6665.63,4387.18,10386.6,16729.04,23215.76,3260.333,
2016/9/14,2125.77,6673.31,4370.26,10378.4,16614.24,23190.64,3238.7299,28372.23
2016/9/16,,,,,16519.29,,,
2016/9/19,2139.12,6813.55,4394.19,10373.87,,23550.45,3263.1242,28634.5
2016/9/20,2139.76,6830.79,4388.6,10393.86,16492.15,23530.86,3257.4034,28523.2
2016/9/21,2163.12,6834.77,4409.55,10436.49,16807.62,23669.9,3266.6363,28507.42
2016/9/22,2177.18,6911.4,4509.82,10674.18,,23759.8,3291.1211,28773.13
2016/9/23,2164.69,6909.43,4488.69,10626.97,16754.02,23686.48,3275.6665,28668.22
2016/9/26,2146.1,6818.04,4407.85,10393.71,16544.56,23317.92,3220.2838,28294.28
2016/9/27,2159.93,6807.67,4398.68,10361.48,16683.93,23571.9,3240.7546,28223.7
2016/9/28,2171.37,6849.38,4432.45,10438.34,16465.4,23619.65,3230.8904,28292.81
2016/9/29,2151.13,6919.42,4443.84,10405.54,16693.71,23739.47,3244.3874,27827.53
2016/9/30,2168.27,6899.33,4448.26,10511.02,16449.84,23297.15,3253.2848,27865.96
2016/10/7,,,,,16860.09,23851.82,,
2016/10/10,2163.66,7097.5,4497.26,10624.08,,,3293.8689,28082.34
2016/10/11,2136.73,7070.88,4471.74,10577.16,17024.76,23549.52,3306.5573,
2016/10/12,2139.18,7024.01,4452.24,10523.07,16840,23407.05,3300.0099,
2016/10/13,2132.55,6977.74,4405.17,10414.07,16774.24,23031.3,3302.6455,27643.11
2016/10/14,2132.98,7013.55,4470.92,10580.38,16856.37,23233.31,3305.8481,27673.6
2016/10/17,2126.5,6947.55,4450.23,10503.57,16900.12,23037.54,3277.8787,27529.97
2016/10/18,2139.6,7000.06,4508.91,10631.55,16963.61,23394.39,3321.3324,28050.88
2016/10/19,2144.29,7021.92,4520.3,10645.68,16998.91,23304.97,3316.2407,27984.37
2016/10/20,2141.34,7026.9,4540.12,10701.39,17235.5,23374.4,3318.6044,28129.84
2016/10/21,2141.16,7020.47,4536.07,10710.73,17184.59,,3327.74,28077.18
2016/10/24,2151.33,6986.4,4552.58,10761.17,17234.42,23604.08,3367.5778,28179.08
2016/10/25,2143.16,7017.64,4540.84,10757.31,17365.25,23565.11,3367.4547,28091.42
2016/10/26,2139.43,6958.09,4534.59,10709.68,17391.84,23325.43,3354.8003,27836.51
2016/10/27,2133.04,6986.57,4533.57,10717.08,17336.42,23132.35,3345.695,27915.9
2016/10/28,2126.41,6996.26,4548.58,10696.19,17446.41,22954.81,3340.1262,27941.51
2016/10/30,,,,,,,,27930.21
2016/10/31,2126.15,6954.22,4509.26,10665.01,17425.02,22934.54,3336.2778,
2016/11/1,2111.72,6917.14,4470.28,10526.16,17442.4,23147.07,3359.0515,27876.61
2016/11/2,2097.94,6845.42,4414.67,10370.93,17134.68,22810.5,3333.3524,27527.22
2016/11/3,2088.66,6790.51,4411.68,10325.88,,22683.51,3365.085,27430.28
2016/11/4,2085.18,6693.26,4377.46,10259.13,16905.36,22642.62,3354.1749,27274.15
2016/11/7,2131.52,6806.9,4461.21,10456.95,17177.21,22801.4,3356.5916,27458.99
2016/11/8,2139.56,6843.13,4476.89,10482.32,17171.38,22909.47,3371.1177,27591.14
2016/11/9,2163.26,6911.84,4543.48,10646.01,16251.54,22415.19,3353.0547,27252.53
2016/11/10,2167.48,6827.98,4530.95,10630.12,17344.42,22839.11,3390.6119,27517.68
2016/11/11,2164.45,6730.43,4489.27,10667.95,17374.79,22531.09,3417.2211,26818.82
2016/11/14,2164.2,6753.18,4508.55,10693.69,17672.62,22222.22,3430.2482,
2016/11/15,2180.39,6792.74,4536.53,10735.14,17668.15,22323.91,3429.8697,26304.63
2016/11/16,2176.94,6749.72,4501.14,10663.87,17862.21,22280.53,3429.5921,26298.69
2016/11/17,2187.12,6794.71,4527.77,10685.54,17862.63,22262.88,3436.535,26227.62
2016/11/18,2181.9,6775.77,4504.35,10664.56,17967.41,22344.21,3417.4554,26150.24
2016/11/21,2198.18,6777.96,4529.58,10685.13,18106.02,22357.78,3441.1106,25765.14
2016/11/22,2202.94,6819.72,4548.35,10713.85,18162.94,22678.07,3468.3637,25960.78
2016/11/23,2204.72,6817.71,4529.21,10662.44,,22676.69,3474.7289,26051.81
2016/11/24,,6829.2,4542.56,10689.26,18333.41,22608.49,3488.7402,25860.17
2016/11/25,2213.35,6840.75,4550.27,10699.27,18381.22,22723.45,3521.2984,26316.34
2016/11/28,2201.72,6799.47,4510.39,10582.67,18356.89,22830.57,3535.0807,26350.17
2016/11/29,2204.66,6772,4551.46,10620.49,18307.04,22737.07,3564.0404,26394.01
2016/11/30,2198.81,6783.79,4578.34,10640.3,18308.48,22789.77,3538.001,26652.81
2016/12/1,2191.08,6752.93,4560.61,10534.05,18513.12,22878.23,3565.036,26559.92
2016/12/2,2191.95,6730.72,4528.82,10513.35,18426.08,22564.82,3528.9547,26230.66
2016/12/5,2204.71,6746.83,4574.32,10684.83,18274.99,22505.55,3469.4073,26349.1
2016/12/6,2212.23,6779.84,4631.94,10775.32,18360.54,22675.15,3459.1533,26392.76
2016/12/7,2241.35,6902.23,4694.72,10986.69,18496.69,22800.92,3475.7473,26236.87
2016/12/8,2246.19,6931.55,4735.48,11179.42,18765.47,22861.84,3470.1426,26694.28
2016/12/9,2259.53,6954.21,4764.07,11203.63,18996.37,22760.98,3493.7004,26747.18
2016/12/12,2256.96,6890.42,4760.77,11190.21,19155.03,22433.02,3409.1794,26515.24
2016/12/13,2271.72,6968.57,4803.87,11284.65,19250.52,22446.7,3405.0355,26697.82
2016/12/14,2253.28,6949.19,4769.24,11244.84,19253.61,22456.62,3378.9453,26602.84
2016/12/15,2262.03,6999.01,4819.23,11366.4,19273.79,22059.4,3340.4338,26519.07
2016/12/16,2258.07,7011.64,4833.27,11404.01,19401.15,22020.75,3346.0305,26489.56
2016/12/19,2262.53,7017.16,4822.77,11426.7,19391.6,21832.68,3328.9827,26374.7
2016/12/20,2270.76,7043.96,4849.89,11464.74,19494.53,21729.06,3309.0641,26307.98
2016/12/21,2265.18,7041.42,4833.82,11468.64,19444.49,21809.8,3338.536,26242.38
2016/12/22,2260.96,7063.68,4834.63,11456.1,19427.67,21636.2,3335.672,25979.6
2016/12/23,2263.79,7068.17,4839.68,11449.93,,21574.76,3307.5991,26040.7
2016/12/26,,,,,19396.64,,3322.4006,25807.1
2016/12/27,2268.88,,4848.28,11472.24,19403.06,,3316.3852,26213.44
2016/12/28,2249.92,7106.08,4848.01,11474.99,19401.72,21754.74,3301.8887,26210.68
2016/12/29,2249.26,7120.26,4838.47,11451.05,19145.14,21790.91,3297.7648,26366.15
2016/12/30,2238.83,7142.83,4862.31,11481.06,19114.37,22000.56,3310.0808,26626.46
2017/1/3,2257.83,7177.89,4899.33,11584.24,,22150.4,3342.2272,26643.24
2017/1/4,2270.75,7189.74,4899.4,11584.31,19594.16,22134.47,3368.3117,26633.13
2017/1/5,2269,7195.31,4900.64,11584.94,19520.69,22456.69,3367.7892,26878.24
2017/1/6,2276.98,7210.05,4909.84,11599.01,19454.33,22503.01,3347.6665,26759.23
2017/1/9,2268.9,7237.77,4887.57,11563.99,,22558.69,3363.9014,26726.55
2017/1/10,2268.9,7275.47,4888.23,11583.3,19301.44,22744.85,3358.2716,26899.56
2017/1/11,2275.32,7290.49,4888.71,11646.17,19364.67,22935.35,3334.4954,27140.41
2017/1/12,2270.44,7292.37,4863.97,11521.04,19134.7,22829.02,3317.6241,27247.16
2017/1/13,2274.64,7337.81,4922.49,11629.18,19287.28,22937.38,3319.9122,27238.06
2017/1/16,,7327.13,4882.18,11554.71,19095.24,22718.15,3319.4455,27288.17
2017/1/17,2267.89,7220.38,4859.69,11540,18813.53,22840.97,3326.3563,27235.66
2017/1/18,2271.89,7247.61,4853.4,11599.39,18894.37,23098.26,3339.3653,27257.64
2017/1/19,2263.69,7208.44,4841.14,11596.89,19072.25,23049.96,3329.2891,27308.6
2017/1/20,2271.31,7198.44,4850.67,11630.13,19137.91,22885.91,3354.8891,27034.5
2017/1/23,2265.2,7151.18,4821.41,11545.75,18891.03,22898.52,3364.0808,27117.34
2017/1/24,2280.07,7150.34,4830.03,11594.94,18787.99,22949.86,3364.4509,27375.58
2017/1/25,2298.37,7164.43,4877.67,11806.05,19057.5,23049.12,3375.9042,27708.14
2017/1/26,2296.68,7161.49,4867.24,11848.63,19402.39,23374.17,3387.9606,
2017/2/3,2297.42,7188.3,4825.42,11651.49,18918.2,23129.21,3364.4923,28240.52
2017/2/6,2292.56,7172.15,4778.08,11509.84,18976.71,23348.24,3373.2051,28439.28
2017/2/7,2293.08,7186.22,4754.47,11549.44,18910.78,23331.57,3365.6849,28335.16
2017/2/8,2294.67,7188.82,4766.6,11543.38,19007.6,23485.13,3383.2878,28289.92
2017/2/9,2307.87,7229.5,4826.24,11642.86,18907.67,23525.14,3396.2924,28329.7
2017/2/10,2316.1,7258.75,4828.32,11666.97,19378.93,23574.98,3413.4868,28334.25
2017/2/13,2328.25,7278.92,4888.19,11774.43,19459.15,23710.98,3436.275,28351.62
2017/2/14,2337.58,7268.56,4895.82,11771.81,19238.98,23703.01,3435.8042,28339.31
2017/2/15,2349.25,7302.41,4924.86,11793.93,19437.98,23994.87,3421.7131,28155.56
2017/2/16,2347.22,7277.92,4899.46,11757.24,19347.53,24107.7,3440.9331,28301.27
2017/2/17,2351.16,7299.96,4867.58,11757.02,19234.62,24033.74,3421.4419,28468.75
2017/2/20,,7299.86,4864.99,11827.62,19251.08,24146.08,3471.3926,28661.58
2017/2/21,2365.38,7274.83,4888.76,11967.49,19381.44,23963.63,3482.823,28761.59
2017/2/22,2362.82,7302.25,4895.88,11998.59,19379.87,24201.96,3489.7567,28864.71
2017/2/23,2363.81,7271.37,4891.29,11947.83,19371.46,24114.86,3473.3236,28892.97
2017/2/24,2367.34,7243.7,4845.24,11804.03,19283.54,23965.7,3473.8517,
2017/2/27,2369.75,7253,4845.18,11822.67,19107.47,23925.05,3446.2228,28812.88
2017/2/28,2363.64,7263.44,4858.58,11834.41,19118.99,23740.73,3452.8103,28743.32
2017/3/1,2395.96,7382.9,4960.83,12067.19,19393.54,23776.49,3458.4376,28984.49
2017/3/2,2381.92,7382.35,4963.8,12059.57,19564.8,23728.07,3435.0963,28839.79
2017/3/3,2383.12,7374.26,4995.13,12027.36,19469.17,23552.72,3427.8628,28832.45
2017/3/6,2375.31,7350.12,4972.19,11958.4,19379.14,23596.28,3446.484,29048.19
2017/3/7,2368.39,7338.99,4955,11966.14,19344.15,23681.07,3453.9565,28999.56
2017/3/8,2362.98,7334.61,4960.48,11967.31,19254.03,23782.27,3448.7313,28901.94
2017/3/9,2364.87,7314.96,4981.51,11978.39,19318.58,23501.56,3426.9438,28929.13
2017/3/10,2372.6,7343.08,4993.32,11963.18,19604.61,23568.67,3427.8916,28946.23
2017/3/13,2373.47,7367.08,4999.6,11990.03,19633.75,23829.67,3458.098,
2017/3/14,2365.45,7357.85,4974.26,11988.79,19609.5,23827.95,3456.6934,29442.63
2017/3/15,2385.26,7368.64,4985.48,12009.87,19577.38,23792.85,3463.6436,29398.11
2017/3/16,2381.38,7415.95,5013.38,12083.18,19590.14,24288.28,3481.5066,29585.85
2017/3/17,2378.25,7424.96,5029.24,12095.24,19521.59,24309.93,3445.8051,29648.99
2017/3/20,2373.47,7429.81,5012.16,12052.9,,24501.99,3449.6126,29518.74
2017/3/21,2344.02,7378.34,5002.43,11962.13,19455.88,24593.12,3466.3468,29485.45
2017/3/22,2348.45,7324.72,4994.7,11904.12,19041.38,24320.41,3450.0502,29167.68
2017/3/23,2345.96,7340.71,5032.76,12039.68,19085.31,24327.7,3461.9782,29332.16
2017/3/24,2343.98,7336.82,5020.9,12064.27,19262.53,24358.27,3489.5997,29421.4
2017/3/27,2341.59,7293.5,5017.43,11996.07,18985.59,24193.7,3478.0385,29237.15
2017/3/28,2358.57,7343.42,5046.2,12149.42,19202.87,24345.87,3469.8093,29409.52
2017/3/29,2361.13,7373.72,5069.04,12203,19217.48,24392.05,3465.1933,29531.43
2017/3/30,2368.06,7369.52,5089.64,12256.43,19063.22,24301.09,3436.758,29647.42
2017/3/31,2362.72,7322.92,5122.51,12312.87,18909.26,24111.59,3456.0455,29620.5
2017/4/5,2352.95,7331.68,5091.85,12217.54,18861.27,24400.8,3503.8932,29974.24
2017/4/6,2357.49,7303.2,5121.44,12230.89,18597.06,24273.72,3514.0469,29927.34
2017/4/7,2355.54,7349.37,5135.28,12225.06,18664.63,24267.3,3517.4634,29706.61
2017/4/10,2357.16,7348.94,5107.45,12200.52,18797.88,24262.18,3505.1392,29575.74
2017/4/11,2353.78,7365.5,5101.86,12139.35,18747.87,24088.46,3517.328,29788.35
2017/4/12,2344.93,7348.99,5101.11,12154.7,18552.61,24313.5,3509.4387,29643.48
2017/4/13,2328.95,7327.59,5071.1,12109,18426.84,24261.66,3514.5662,29461.45
2017/4/14,,,,,18335.63,,3486.5045,
2017/4/17,2349.01,,,,18355.26,,3479.9417,29413.66
2017/4/18,2342.19,7147.5,4990.25,12000.44,18418.59,23924.54,3462.7429,29319.1
2017/4/19,2338.17,7114.36,5003.73,12016.45,18432.2,23825.88,3445.8761,29336.57
2017/4/20,2355.84,7118.54,5077.91,12027.32,18430.49,24056.98,3461.5481,29422.39
2017/4/21,2348.69,7114.55,5059.2,12048.57,18620.75,24042.02,3466.7865,29365.3
2017/4/24,2374.15,7264.68,5268.85,12454.98,18875.88,24139.48,3431.2587,29655.84
2017/4/25,2388.61,7275.64,5277.88,12467.04,19079.33,24455.94,3440.9743,29943.24
2017/4/26,2387.45,7288.72,5287.88,12472.8,19289.43,24578.43,3445.1832,30133.35
2017/4/27,2388.77,7237.17,5271.7,12443.79,19251.87,24698.48,3446.7202,30029.74
2017/4/28,2384.2,7203.94,5267.33,12438.01,19196.74,24615.13,3439.753,29918.4
2017/5/2,2391.17,7250.05,5304.15,12507.9,19445.7,24696.13,3426.5766,29921.18
2017/5/3,2388.13,7234.53,5301,12527.84,,,3413.1282,29894.8
2017/5/4,2389.52,7248.1,5372.42,12647.78,,24683.88,3404.3864,30126.21
2017/5/5,2399.29,7297.43,5432.4,12716.89,,24476.35,3382.5502,29858.8
2017/5/8,2399.38,7300.86,5382.95,12694.55,19895.7,24577.91,3358.8125,29926.15
2017/5/9,2396.92,7342.21,5398.01,12749.12,19843,24889.03,3352.5324,29933.25
2017/5/10,2399.63,7385.24,5400.46,12757.46,19900.09,25015.42,3337.7007,30248.17
2017/5/11,2394.44,7386.63,5383.42,12711.06,19961.55,25125.55,3356.6459,30250.98
2017/5/12,2390.9,7435.39,5405.42,12770.41,19883.9,25156.34,3385.3787,30188.15
2017/5/15,2402.32,7454.37,5417.4,12807.04,19869.85,25371.59,3399.1937,30322.12
2017/5/16,2400.67,7522.03,5406.1,12804.53,19919.82,25335.94,3428.6491,30582.6
2017/5/17,2357.03,7503.47,5317.89,12631.61,19814.88,25293.63,3409.9656,30658.77
2017/5/18,2365.72,7436.42,5289.73,12590.06,19553.86,25136.52,3398.1127,30434.79
2017/5/19,2381.73,7470.71,5324.4,12638.69,19590.76,25174.87,3403.8492,30464.92
2017/5/22,2394.02,7496.34,5322.88,12619.46,19678.28,25391.34,3411.2387,30570.97
2017/5/23,2398.42,7485.29,5348.16,12659.15,19613.28,25403.15,3424.194,30365.25
2017/5/24,2404.39,7514.9,5341.34,12642.87,19742.98,25428.5,3424.1669,30301.64
2017/5/25,2415.07,7517.71,5337.16,12621.72,19813.13,25630.78,3485.6581,30750.03
2017/5/26,2415.82,7547.63,5336.64,12602.18,19686.84,25639.27,3480.4345,31028.21
2017/5/31,2411.8,7519.95,5283.63,12615.06,19650.57,25660.65,3492.8845,31145.8
2017/6/1,2430.06,7543.77,5318.67,12664.92,19860.03,25809.22,3497.7382,31137.59
2017/6/2,2439.07,7547.63,5343.41,12822.94,20177.28,25924.05,3486.5074,31273.29
2017/6/5,2436.1,7525.76,5307.89,,20170.82,25862.99,3468.7538,31309.49
2017/6/6,2429.33,7524.95,5269.22,12690.12,19979.9,25997.14,3492.8816,31190.56
2017/6/7,2433.14,7478.62,5265.53,12672.49,19984.62,25974.16,3533.8718,31271.28
2017/6/8,2433.79,7449.98,5264.24,12713.58,19909.26,26063.06,3560.9786,31213.36
2017/6/9,2431.77,7527.33,5299.71,12815.72,20013.26,26030.29,3576.1703,31262.06
2017/6/12,2429.39,7511.87,5240.59,12690.44,19908.58,25708.04,3574.3894,31095.7
2017/6/13,2440.35,7500.44,5261.74,12764.98,19898.75,25852.1,3582.2674,31103.49
2017/6/14,2437.92,7474.4,5243.29,12805.95,19883.52,25875.9,3535.2987,31155.91
2017/6/15,2432.46,7419.36,5216.88,12691.81,19831.82,25565.34,3528.7926,31075.73
2017/6/16,2433.15,7463.54,5263.31,12752.73,19943.26,25626.49,3518.7611,31056.4
2017/6/19,2453.46,7523.81,5310.72,12888.95,20067.75,25924.55,3553.6653,31311.57
2017/6/20,2437.03,7472.71,5293.65,12814.79,20230.41,25843.04,3546.494,31297.53
2017/6/21,2435.61,7447.79,5274.26,12774.26,20138.79,25694.58,3587.955,31283.64
2017/6/22,2434.5,7439.29,5281.93,12794,20110.51,25674.53,3590.3425,31290.74
2017/6/23,2438.3,7424.13,5266.12,12733.41,20132.67,25670.05,3622.8831,31138.21
2017/6/26,2439.07,7446.8,5295.75,12770.83,20153.35,25871.89,3668.0919,
2017/6/27,2419.38,7434.36,5258.58,12671.02,20225.09,25839.99,3674.7152,30958.25
2017/6/28,2440.69,7387.8,5252.9,12647.27,20130.41,25683.5,3646.1666,30834.32
2017/6/29,2419.7,7350.32,5154.35,12416.19,20220.3,25965.42,3668.8279,30857.52
2017/6/30,2423.41,7312.72,5120.68,12325.12,20033.43,25764.58,3666.7977,30921.61
2017/7/3,2429.01,7377.09,5195.72,12475.31,20055.8,25784.17,3650.8463,31221.62
2017/7/4,,7357.23,5174.9,12437.13,20032.35,25389.01,3619.9841,31209.79
2017/7/5,2432.54,7367.6,5180.1,12453.68,20081.63,25521.97,3659.6795,31245.56
2017/7/6,2409.75,7337.28,5152.4,12381.25,19994.06,25465.22,3660.0967,31369.34
2017/7/7,2425.18,7350.92,5145.16,12388.68,19929.09,25340.85,3655.9293,31360.63
2017/7/10,2427.43,7370.03,5165.64,12445.92,20080.98,25500.06,3653.6868,31715.64
2017/7/11,2425.53,7329.76,5140.6,12437.02,20195.48,25877.64,3670.8086,31747.09
2017/7/12,2443.25,7416.93,5222.13,12626.58,20098.38,26043.64,3658.8236,31804.82
2017/7/13,2447.83,7413.44,5235.4,12641.33,20099.81,26346.17,3686.9205,32037.38
2017/7/14,2459.27,7378.39,5235.31,12631.72,20118.86,26389.23,3703.094,32020.75
2017/7/17,2459.14,7404.13,5230.17,12587.16,,26470.58,3663.5575,32074.78
2017/7/18,2460.61,7390.22,5173.27,12430.39,19999.91,26524.94,3667.1807,31710.99
2017/7/19,2473.83,7430.91,5216.07,12452.05,20020.86,26672.16,3729.7466,31955.35
2017/7/20,2473.45,7487.87,5199.22,12447.25,20144.59,26740.21,3747.8843,31904.4
2017/7/21,2472.54,7452.91,5117.66,12240.06,20099.75,26706.09,3728.5976,32028.89
2017/7/24,2469.91,7377.73,5127.7,12208.95,19975.67,26846.83,3743.4686,32245.87
2017/7/25,2477.13,7434.82,5161.08,12264.31,19955.2,26852.05,3719.559,32228.27
2017/7/26,2477.83,7452.32,5190.17,12305.11,20050.16,26941.02,3705.3884,32382.46
2017/7/27,2475.42,7443.01,5186.95,12212.04,20079.64,27131.17,3712.1947,32383.3
2017/7/28,2472.1,7368.37,5131.39,12162.7,19959.84,26979.39,3721.8914,32309.88
2017/7/31,2470.3,7372,5093.77,12118.25,19925.18,27323.99,3737.8732,32514.94
2017/8/1,2476.35,7423.66,5127.03,12251.29,19985.79,27540.23,3770.3828,32575.17
2017/8/2,2477.57,7411.43,5107.25,12181.48,20080.04,27607.38,3760.8525,32476.74
2017/8/3,2472.16,7474.77,5130.49,12154.72,20029.26,27531.01,3727.8264,32237.88
2017/8/4,2476.83,7511.71,5203.44,12297.72,19952.33,27562.68,3707.5796,32325.41
