,SPX.GI,FTSE.GI,FCHI.GI,GDAXI.GI,N225.GI,HSI.HI,000300.SH,SENSEX.GI
,标普500,英国富时100,法国CAC40,德国DAX,日经225,恒生指数,沪深300,印度SENSEX30
,收盘价,收盘价,收盘价,收盘价,收盘价,收盘价,收盘价,收盘价
2012/12/21,1430.15,5939.99,3661.4,7636.23,9940.06,22506.29,2372.002,19242
2012/12/24,1426.66,5954.18,3652.61,,,22541.18,2381.217,19255.09
2012/12/25,,,,,10080.12,,2448.395,
2012/12/26,1419.83,,,,10230.36,,2457.619,19417.46
2012/12/27,1418.1,5954.3,3674.26,7655.88,10322.98,22619.78,2444.594,19323.8
2012/12/28,1402.43,5925.37,3620.25,7612.39,10395.18,22666.59,2480.049,19444.84
2012/12/31,1426.19,5897.81,3641.07,,,22656.92,2522.952,19426.71
2013/1/4,1466.47,6089.84,3730.02,7776.37,10688.11,23331.09,2524.409,19784.08
2013/1/7,1461.89,6064.58,3704.64,7732.66,10599.01,23329.75,2535.985,19691.42
2013/1/8,1457.15,6053.63,3705.88,7695.83,10508.06,23111.19,2525.33,19742.52
2013/1/9,1461.02,6098.65,3717.45,7720.47,10578.57,23218.47,2526.126,19666.59
2013/1/10,1472.12,6101.51,3703.12,7708.47,10652.64,23354.31,2530.569,19663.55
2013/1/11,1472.05,6121.58,3706.02,7715.53,10801.57,23264.07,2483.23,19663.64
2013/1/14,1470.68,6107.86,3708.25,7729.52,,23413.26,2577.725,19906.41
2013/1/15,1472.34,6117.31,3697.35,7675.91,10879.08,23381.51,2595.856,19986.82
2013/1/16,1472.63,6103.98,3708.49,7691.13,10600.44,23356.99,2577.092,19817.63
2013/1/17,1480.94,6132.36,3744.11,7735.46,10609.64,23339.76,2552.758,19964.03
2013/1/18,1485.98,6154.41,3741.58,7702.23,10913.3,23601.78,2595.439,20039.04
2013/1/21,,6180.98,3763.03,7748.86,10747.74,23590.91,2610.898,20101.82
2013/1/22,1492.56,6179.17,3741.01,7696.21,10709.93,23658.99,2596.898,19981.57
2013/1/23,1494.81,6197.64,3726.17,7707.54,10486.99,23635.1,2607.456,20026.61
2013/1/24,1494.82,6264.91,3752.17,7748.13,10620.87,23598.9,2582.755,19923.78
2013/1/25,1502.96,6284.45,3778.16,7857.97,10926.65,23580.43,2571.674,20103.53
2013/1/28,1500.18,6294.41,3780.89,7833,10824.31,23671.88,2651.863,20103.35
2013/1/29,1507.84,6339.19,3785.82,7848.57,10866.72,23655.17,2675.866,19990.9
2013/1/30,1501.96,6323.11,3765.52,7811.31,11113.95,23822.06,2688.711,20005
2013/1/31,1498.11,6276.88,3732.6,7776.05,11138.66,23729.53,2686.882,19894.98
2013/2/1,1513.17,6347.24,3773.53,7833.39,11191.34,23721.84,2743.324,19781.19
2013/2/4,1495.71,6246.84,3659.91,7638.23,11260.35,23685.01,2748.028,19751.19
2013/2/5,1511.29,6282.76,3694.7,7664.66,11046.92,23148.53,2771.675,19659.82
2013/2/6,1512.12,6295.34,3642.9,7581.18,11463.75,23256.93,2775.844,19639.72
2013/2/7,1509.39,6228.42,3601.05,7590.85,11357.07,23177,2759.87,19580.32
2013/2/8,1517.93,6263.93,3649.5,7652.14,11153.16,23215.16,2771.725,19484.77
2013/2/15,1519.79,,,,,,,
2013/2/18,,6318.19,3667.04,7628.73,11407.87,23381.94,2737.471,19501.08
2013/2/19,1530.94,6379.07,3735.82,7752.45,11372.34,23143.91,2685.606,19635.72
2013/2/20,1511.95,6395.37,3709.88,7728.9,11468.28,23307.41,2702.635,19642.75
2013/2/21,1502.42,6291.54,3624.8,7583.57,11309.13,22906.67,2610.549,19325.36
2013/2/22,1515.6,6335.7,3706.28,7661.91,11385.94,22782.44,2596.604,19317.01
2013/2/25,1487.85,6355.37,3721.33,7773.19,11662.52,22820.08,2604.96,19331.69
2013/2/26,1496.94,6270.44,3621.92,7597.11,11398.81,22519.69,2567.595,19015.14
2013/2/27,1515.99,6325.88,3691.49,7675.83,11253.97,22577.01,2594.677,19152.41
2013/2/28,1514.68,6360.81,3723,7741.7,11559.36,23020.27,2673.327,18861.54
2013/3/1,1518.2,6378.6,3699.91,7708.16,11606.38,22880.22,2668.836,18918.52
2013/3/4,1525.2,6345.63,3709.76,7691.68,11652.29,22537.81,2545.715,18877.96
2013/3/5,1539.79,6431.95,3787.19,7870.31,11683.45,22560.5,2622.807,19143.17
2013/3/6,1541.46,6427.64,3773.76,7919.33,11932.27,22777.84,2650.202,19252.61
2013/3/7,1544.26,6439.16,3793.78,7939.77,11968.08,22771.44,2619.479,19413.54
2013/3/8,1551.18,6483.58,3840.15,7986.47,12283.62,23091.95,2606.927,19683.23
2013/3/11,1556.22,6503.63,3836.27,7984.29,12349.05,23090.82,2592.372,19646.21
2013/3/12,1552.48,6510.62,3839.97,7966.12,12314.81,22890.6,2555.615,19564.92
2013/3/13,1554.52,6481.5,3836.04,7970.91,12239.66,22556.65,2527.486,19362.55
2013/3/14,1563.23,6529.41,3871.58,8058.37,12381.19,22619.18,2534.273,19570.44
2013/3/15,1560.7,6489.65,3844.03,8042.85,12560.95,22533.11,2539.873,19427.56
2013/3/18,1552.1,6457.92,3825.47,8010.7,12220.63,22083.36,2502.493,19293.2
2013/3/19,1548.34,6441.32,3775.75,7947.79,12468.23,22041.86,2525.097,19008.1
2013/3/20,1558.71,6432.7,3829.56,8001.97,,22256.44,2610.174,18884.19
2013/3/21,1545.8,6388.55,3774.85,7932.51,12635.69,22225.88,2614.988,18792.87
2013/3/22,1556.89,6392.76,3770.29,7911.35,12338.53,22115.3,2618.308,18735.6
2013/3/25,1551.69,6378.38,3727.98,7870.9,12546.46,22251.15,2613.097,18681.42
2013/3/26,1563.77,6399.37,3748.64,7879.67,12471.62,22311.08,2575.05,18704.53
2013/3/27,1562.85,6387.56,3711.64,7789.09,12493.79,22464.82,2583.53,
2013/3/28,1569.19,6411.74,3731.42,7795.31,12335.96,22299.63,2499.302,18835.77
2013/3/29,,,,,12397.91,,2495.083,
2013/4/1,1562.17,,,,12135.02,,2493.187,18864.75
2013/4/2,1570.25,6490.66,3805.37,7943.87,12003.43,22367.82,2486.391,19040.95
2013/4/3,1553.69,6420.28,3754.96,7874.75,12362.2,22337.49,2483.547,18801.64
2013/4/8,1563.07,6276.94,3666.78,7662.64,13192.59,21718.05,2472.299,18437.78
2013/4/9,1568.61,6313.21,3670.72,7637.51,13192.35,21870.34,2489.43,18226.48
2013/4/10,1587.73,6387.37,3743.71,7810.63,13288.13,22034.56,2485.309,18414.45
2013/4/11,1593.37,6416.14,3775.66,7871.63,13549.16,22101.27,2477.876,18542.2
2013/4/12,1588.85,6384.39,3729.3,7744.77,13485.14,22089.05,2462.112,18242.56
2013/4/15,1552.36,6343.6,3710.48,7712.63,13275.66,21772.67,2436.818,18357.8
2013/4/16,1574.57,6304.58,3685.79,7682.58,13221.44,21672.03,2459.592,18744.93
2013/4/17,1552.01,6244.21,3599.23,7503.03,13382.89,21569.67,2458.473,18731.16
2013/4/18,1541.61,6243.67,3599.36,7473.73,13220.07,21512.52,2464.851,19016.46
2013/4/19,1555.25,6286.59,3651.96,7459.96,13316.48,22013.57,2533.827,
2013/4/22,1562.5,6280.62,3652.13,7478.11,13568.37,22044.37,2530.67,19169.83
2013/4/23,1578.78,6406.12,3783.05,7658.21,13529.65,21806.61,2449.471,19179.36
2013/4/24,1578.79,6431.76,3842.94,7759.03,13843.46,22183.05,2495.579,
2013/4/25,1585.16,6442.59,3840.47,7832.86,13926.08,22401.24,2467.875,19406.85
2013/4/26,1582.24,6426.42,3810.05,7814.76,13884.13,22547.71,2447.306,19286.72
2013/5/2,1597.59,6460.71,3858.76,7961.71,13694.04,22668.3,2449.639,19735.77
2013/5/3,1614.42,6521.46,3912.95,8122.29,,22689.96,2492.912,19575.64
2013/5/6,1617.5,,3907.04,8112.08,,22915.09,2525.983,19673.64
2013/5/7,1625.96,6557.3,3921.32,8181.78,14180.24,23047.09,2529.938,19888.95
2013/5/8,1632.69,6583.48,3956.28,8249.71,14285.69,23244.35,2542.798,19990.18
2013/5/9,1626.67,6592.74,3928.58,8262.55,14191.48,23211.48,2527.794,19939.04
2013/5/10,1633.7,6624.98,3953.83,8278.59,14607.54,23321.22,2540.836,20082.62
2013/5/13,1633.77,6631.76,3945.2,8279.29,14782.21,22989.81,2530.768,19691.67
2013/5/14,1650.34,6686.06,3966.06,8339.11,14758.42,22930.28,2493.338,19722.29
2013/5/15,1658.78,6693.55,3982.23,8362.42,15096.03,23044.24,2506.925,20212.96
2013/5/16,1650.47,6687.8,3979.07,8369.87,15037.24,23082.68,2552.709,20247.33
2013/5/17,1667.47,6723.06,4001.27,8398,15138.12,,2592.048,20286.12
2013/5/20,1666.29,6755.63,4022.85,8455.83,15360.81,23493.03,2609.607,20223.98
2013/5/21,1669.16,6803.87,4036.18,8472.2,15381.02,23366.37,2614.853,20111.61
2013/5/22,1655.35,6840.27,4051.11,8530.89,15627.26,23261.08,2618.034,20062.24
2013/5/23,1650.51,6696.79,3967.15,8351.98,14483.98,22669.68,2582.849,19674.33
2013/5/24,1649.6,6654.34,3956.79,8305.32,14612.45,22618.67,2597.228,19704.33
2013/5/27,,,3995.16,8383.3,14142.65,22686.05,2599.587,20030.77
2013/5/28,1660.06,6762.01,4050.56,8480.87,14311.98,22924.25,2644.359,20160.82
2013/5/29,1648.36,6627.17,3974.12,8336.58,14326.46,22554.93,2642.561,20147.64
2013/5/30,1654.41,6656.99,3996.31,8400.2,13589.03,22484.31,2634.323,20215.4
2013/5/31,1630.74,6583.09,3948.59,8348.84,13774.54,22392.16,2606.426,19760.3
2013/6/3,1640.42,6525.12,3920.67,8285.8,13261.82,22282.19,2602.623,19610.48
2013/6/4,1631.38,6558.58,3925.83,8295.96,13533.76,22285.52,2565.666,19545.78
2013/6/5,1608.9,6419.31,3852.44,8196.18,13014.87,22069.24,2560.539,19568.22
2013/6/6,1622.56,6336.11,3814.28,8098.81,12904.02,21838.43,2527.845,19519.49
2013/6/7,1643.38,6411.99,3872.59,8254.68,12877.53,21575.26,2484.16,19429.23
2013/6/13,1636.36,6304.63,3797.98,8095.39,12445.38,20887.04,2399.937,18827.16
2013/6/14,1626.73,6308.26,3805.16,8127.96,12686.52,20969.14,2416.771,19177.93
2013/6/17,1639.04,6330.49,3863.66,8215.73,13033.12,21225.9,2403.839,19325.87
2013/6/18,1651.81,6374.21,3860.55,8229.51,13007.28,21225.88,2418.745,19223.28
2013/6/19,1628.93,6348.82,3839.34,8197.08,13245.22,20986.89,2400.765,19245.7
2013/6/20,1588.19,6159.51,3698.93,7928.48,13014.58,20382.87,2321.466,18719.29
2013/6/21,1592.43,6116.17,3658.04,7789.24,13230.13,20263.31,2317.394,18774.24
2013/6/24,1573.09,6029.1,3595.63,7692.45,13062.78,19813.98,2171.21,18540.89
2013/6/25,1588.03,6101.91,3649.82,7811.3,12969.34,19855.72,2165.421,18629.15
2013/6/26,1603.26,6165.48,3726.04,7940.99,12834.01,20338.55,2168.297,18552.12
2013/6/27,1613.2,6243.4,3762.19,7990.75,13213.55,20440.08,2160.735,18875.95
2013/6/28,1606.28,6215.47,3738.91,7959.22,13677.32,20803.29,2200.639,19395.81
2013/7/1,1614.96,6307.78,3767.48,7983.92,13852.5,,2213.317,19577.39
2013/7/2,1614.08,6303.94,3742.57,7910.77,14098.74,20658.65,2221.984,19463.82
2013/7/3,1615.41,6229.87,3702.01,7829.32,14055.56,20147.31,2203.828,19177.76
2013/7/4,,6421.67,3809.31,7994.31,14018.93,20468.67,2221.979,19410.84
2013/7/5,1631.89,6375.52,3753.85,7806,14309.97,20854.67,2226.849,19495.82
2013/7/8,1640.46,6450.07,3823.83,7968.54,14109.34,20582.19,2163.619,19324.77
2013/7/9,1652.32,6513.08,3843.56,8057.75,14472.9,20683.01,2162.669,19439.48
2013/7/10,1652.62,6504.96,3840.53,8066.48,14416.6,20904.56,2224.065,19294.12
2013/7/11,1675.02,6543.41,3868.98,8158.8,14472.58,21437.49,2326.688,19676.06
2013/7/12,1680.19,6544.94,3855.09,8212.77,14506.25,21277.28,2275.373,19958.47
2013/7/15,1682.5,6586.11,3878.58,8234.81,,21303.31,2307.297,20034.48
2013/7/16,1676.26,6556.35,3851.03,8201.05,14599.12,21312.38,2317.848,19851.23
2013/7/17,1680.91,6571.93,3872.02,8254.72,14615.04,21371.87,2282.836,19948.73
2013/7/18,1689.37,6634.36,3927.79,8337.09,14808.5,21345.22,2245.328,20128.41
2013/7/19,1692.09,6630.67,3925.32,8331.57,14589.91,21362.42,2190.478,20149.85
2013/7/22,1695.53,6623.17,3939.92,8331.06,14658.04,21416.5,2202.189,20159.12
2013/7/23,1692.39,6597.44,3923.09,8314.23,14778.51,21915.42,2265.845,20302.13
2013/7/24,1685.94,6620.43,3962.75,8379.11,14731.28,21968.93,2249.151,20090.68
2013/7/25,1690.25,6587.95,3956.02,8298.98,14562.93,21900.96,2237.683,19804.76
2013/7/26,1691.65,6554.79,3968.84,8244.91,14129.98,21968.95,2224.008,19748.19
2013/7/29,1685.33,6560.25,3968.91,8259.03,13661.13,21850.15,2175.97,19593.28
2013/7/30,1685.96,6570.95,3986.61,8271.02,13869.82,21953.96,2189.388,19348.34
2013/7/31,1685.73,6621.06,3992.69,8275.97,13668.32,21883.66,2193.021,19345.7
2013/8/1,1706.87,6681.98,4042.73,8410.73,14005.77,22088.79,2245.364,19317.19
2013/8/2,1709.67,6647.87,4045.65,8406.94,14466.16,22190.97,2247.263,19164.02
2013/8/5,1707.14,6619.58,4049.97,8398.38,14258.04,22222.01,2278.329,19182.26
2013/8/6,1697.37,6604.21,4032.57,8299.73,14401.06,21923.7,2293.641,18733.04
2013/8/7,1690.91,6511.21,4038.49,8260.48,13824.94,21588.84,2280.623,18664.88
2013/8/8,1697.48,6529.68,4064.32,8318.32,13605.56,21655.88,2276.782,18789.34
2013/8/9,1691.42,6583.39,4076.55,8338.31,13615.19,21807.56,2286.01,
2013/8/12,1689.47,6574.34,4071.68,8359.25,13519.43,22271.28,2352.794,18946.98
2013/8/13,1694.16,6611.94,4092.5,8415.76,13867,22541.13,2359.068,19229.84
2013/8/14,1685.39,6587.43,4114.2,8438.12,14050.16,,2349.08,19367.59
2013/8/15,1661.32,6483.34,4093.2,8376.29,13752.94,22539.25,2321.576,
2013/8/16,1655.83,6499.99,4123.89,8391.94,13650.11,22517.81,2304.144,18598.18
2013/8/19,1646.06,6465.73,4083.98,8366.29,13758.13,22463.7,2331.43,18307.52
2013/8/20,1652.35,6453.46,4028.93,8300.03,13396.38,21970.29,2312.465,18246.04
2013/8/21,1642.8,6390.84,4015.09,8285.41,13424.33,21817.73,2308.589,17905.91
2013/8/22,1656.96,6446.87,4059.12,8397.89,13365.17,21895.4,2303.932,18312.94
2013/8/23,1663.5,6492.1,4069.47,8416.99,13660.55,21863.51,2286.929,18519.44
2013/8/26,1656.78,,4067.13,8435.15,13636.28,22005.32,2335.616,18558.13
2013/8/27,1630.48,6440.97,3968.73,8242.56,13542.37,21874.77,2340.881,17968.08
2013/8/28,1634.96,6430.06,3960.46,8157.9,13338.46,21524.65,2328.056,17996.15
2013/8/29,1638.17,6483.05,3986.35,8194.55,13459.71,21704.78,2318.311,18401.04
2013/8/30,1632.97,6412.93,3933.78,8103.15,13388.86,21731.37,2313.91,18619.72
2013/9/2,,6506.19,4006.01,8243.87,13572.92,22175.34,2320.344,18886.13
2013/9/3,1639.77,6468.41,3974.07,8180.71,13978.44,22394.58,2354.502,18234.66
2013/9/4,1653.08,6474.74,3980.42,8195.92,14053.87,22326.22,2350.699,18567.55
2013/9/5,1655.08,6532.44,4006.8,8234.98,14064.82,22597.97,2341.735,18979.76
2013/9/6,1655.17,6547.33,4049.19,8275.67,13860.81,22621.22,2357.782,19270.06
2013/9/9,1671.71,6530.74,4040.33,8276.32,14205.23,22750.65,2440.609,
2013/9/10,1683.99,6583.99,4116.64,8446.54,14423.36,22976.65,2474.894,19997.1
2013/9/11,1689.13,6588.43,4119.11,8495.73,14425.07,22937.14,2482.889,19997.45
2013/9/12,1683.42,6588.98,4106.63,8494,14387.27,22953.72,2507.455,19781.88
2013/9/13,1687.99,6583.8,4114.5,8509.42,14404.67,22915.28,2488.902,19732.76
2013/9/16,1697.6,6622.86,4152.22,8613,,23252.41,2478.39,19742.47
2013/9/17,1704.76,6570.17,4145.51,8596.95,14311.67,23180.52,2427.322,19804.03
2013/9/18,1725.52,6558.82,4170.4,8636.06,14505.36,23117.45,2432.51,19962.16
2013/9/20,,,,,14742.42,,,
2013/9/23,1701.84,6557.37,4172.08,8635.29,,23371.54,2472.288,19900.96
2013/9/24,1697.42,6571.46,4195.61,8664.6,14732.61,23179.04,2443.885,19920.21
2013/9/25,1692.77,6551.53,4195.35,8665.63,14620.53,23209.63,2429.03,19856.24
2013/9/26,1698.67,6565.59,4186.72,8664.1,14799.12,23125.03,2384.443,19893.85
2013/9/27,1691.75,6512.66,4186.77,8661.51,14760.07,23207.04,2394.971,19727.27
2013/9/30,1681.55,6462.22,4143.44,8594.4,14455.8,22859.86,2409.037,19379.77
2013/10/8,1655.45,6365.83,4133.53,8555.89,13894.61,23178.85,2441.811,19983.61
2013/10/9,1656.4,6337.91,4127.05,8516.69,14037.84,23033.97,2453.583,20249.26
2013/10/10,1692.56,6430.49,4218.11,8685.77,14194.71,22951.3,2429.317,20272.91
2013/10/11,1703.2,6487.19,4219.98,8724.83,14404.74,23218.32,2468.508,20528.59
2013/10/14,1710.14,6507.65,4222.96,8723.81,,,2472.542,20607.54
2013/10/15,1698.06,6549.11,4256.02,8804.44,14441.54,23336.52,2467.517,20547.62
2013/10/16,1721.54,6571.59,4243.72,8846,14467.14,23228.33,2421.371,
2013/10/17,1733.15,6576.16,4239.64,8811.98,14586.51,23094.88,2413.33,20415.51
2013/10/18,1744.5,6622.58,4286.03,8865.1,14561.54,23340.1,2426.054,20882.89
2013/10/21,1744.66,6654.2,4276.92,8867.22,14693.57,23438.15,2471.322,20893.89
2013/10/22,1754.67,6695.66,4295.43,8947.46,14713.25,23315.99,2445.891,20864.97
2013/10/23,1746.38,6674.48,4260.66,8919.86,14426.05,22999.95,2418.491,20767.88
2013/10/24,1752.07,6713.18,4275.69,8980.63,14486.41,22835.82,2400.511,20725.43
2013/10/25,1759.77,6721.34,4272.31,8985.74,14088.19,22698.34,2368.559,20683.52
2013/10/28,1762.11,6725.82,4251.61,8978.65,14396.04,22806.58,2365.954,20570.28
2013/10/29,1771.95,6774.73,4278.09,9022.04,14325.98,22846.54,2372.053,20929.01
2013/10/30,1763.31,6777.7,4274.11,9010.27,14502.35,23304.02,2407.471,21033.97
2013/10/31,1756.54,6731.43,4299.89,9033.92,14327.94,23206.37,2373.718,21164.52
2013/11/1,1761.64,6734.74,4273.19,9007.83,14201.57,23249.79,2384.96,21196.81
2013/11/3,,,,,,,,21239.36
2013/11/4,1767.93,6763.62,4288.59,9037.23,,23189.62,2380.454,
2013/11/5,1762.97,6746.84,4253.34,9009.11,14225.37,23038.95,2383.769,20974.79
2013/11/6,1770.49,6741.69,4286.93,9040.87,14337.31,23036.94,2353.568,20894.94
2013/11/7,1747.15,6697.22,4280.99,9081.03,14228.44,22881.03,2340.552,20822.77
2013/11/8,1770.61,6708.42,4260.44,9078.28,14086.8,22744.39,2307.945,20666.15
2013/11/11,1771.89,6728.37,4290.14,9107.86,14269.84,23069.85,2315.889,20490.96
2013/11/12,1767.69,6726.79,4263.78,9076.48,14588.68,22901.41,2340,20281.91
2013/11/13,1782,6630,4239.94,9054.83,14567.16,22463.83,2288.116,20194.4
2013/11/14,1790.62,6666.13,4283.91,9149.66,14876.41,22649.15,2304.501,20399.42
2013/11/15,1798.18,6693.44,4292.23,9168.69,15165.92,23032.15,2350.734,
2013/11/18,1791.53,6723.46,4320.68,9225.43,15164.3,23660.06,2428.903,20850.74
2013/11/19,1787.87,6698.01,4272.29,9193.29,15126.56,23657.81,2412.163,20890.82
2013/11/20,1781.37,6681.08,4268.37,9202.07,15076.08,23700.86,2424.85,20635.13
2013/11/21,1795.85,6681.33,4253.9,9196.08,15365.6,23580.29,2409.989,20229.05
2013/11/22,1804.76,6674.3,4278.53,9219.04,15381.72,23696.28,2397.962,20217.39
2013/11/25,1802.48,6694.62,4301.97,9299.95,15619.13,23684.45,2388.629,20605.08
2013/11/26,1802.75,6636.22,4277.57,9290.07,15515.24,23681.28,2387.416,20425.02
2013/11/27,1807.23,6649.47,4293.06,9351.13,15449.63,23806.35,2414.481,20420.26
2013/11/28,,6654.47,4302.42,9387.37,15727.12,23789.09,2439.53,20534.91
2013/11/29,1805.81,6650.57,4295.21,9405.3,15661.87,23881.29,2438.944,20791.93
2013/12/2,1800.9,6595.33,4285.81,9401.96,15655.07,24038.55,2418.788,20898.01
2013/12/3,1795.15,6532.43,4172.44,9223.4,15749.66,23910.47,2442.784,20854.92
2013/12/4,1792.81,6509.97,4148.52,9140.63,15407.94,23728.7,2475.135,20708.71
2013/12/5,1785.03,6498.33,4099.91,9084.95,15177.49,23712.57,2468.197,20957.81
2013/12/6,1805.09,6551.99,4129.37,9172.41,15299.86,23743.1,2452.287,20996.53
2013/12/9,1808.37,6559.48,4134.1,9195.17,15650.21,23811.17,2450.872,21326.42
2013/12/10,1802.62,6523.31,4091.14,9114.44,15611.31,23744.19,2453.322,21255.26
2013/12/11,1782.22,6507.72,4086.86,9077.11,15515.06,23338.24,2412.763,21171.41
2013/12/12,1775.5,6445.25,4069.12,9017,15341.82,23218.12,2410.015,20925.61
2013/12/13,1775.32,6439.96,4059.71,9006.46,15403.11,23245.96,2406.639,20715.58
2013/12/16,1786.54,6522.2,4119.88,9163.56,15152.91,23114.66,2367.923,20659.52
2013/12/17,1781,6486.19,4068.64,9085.12,15278.63,23069.23,2356.376,20612.14
2013/12/18,1810.65,6492.08,4109.51,9181.75,15587.8,23143.82,2357.226,20859.86
2013/12/19,1809.6,6584.7,4177.03,9335.74,15859.22,22888.75,2332.41,20708.62
2013/12/20,1818.32,6606.58,4193.77,9400.18,15870.42,22812.18,2278.136,21079.72
2013/12/23,1827.99,6678.61,4215.29,9488.82,,22921.56,2284.602,21101.03
2013/12/24,1833.32,6694.17,4218.41,,15889.33,23179.55,2288.248,21032.71
2013/12/25,,,,,16009.99,,2305.11,
2013/12/26,1842.02,,,,16174.44,,2265.334,21074.59
2013/12/27,1841.4,6750.87,4277.65,9589.39,16178.94,23243.24,2303.478,21193.58
2013/12/30,1841.07,6731.27,4275.71,9552.16,16291.31,23244.87,2299.458,21143.01
2013/12/31,1848.36,6749.09,4295.95,,,23306.39,2330.026,21170.68
2014/1/2,1831.98,6717.91,4227.28,9400.04,,23340.05,2321.978,20888.33
2014/1/3,1831.37,6730.67,4247.65,9435.15,,22817.28,2290.779,20851.33
2014/1/6,1826.77,6730.73,4227.54,9428,15908.88,22684.15,2238.637,20787.3
2014/1/7,1837.88,6755.45,4262.68,9506.2,15814.37,22712.78,2238.001,20693.24
2014/1/8,1837.49,6721.78,4260.96,9497.84,16121.45,22996.59,2241.911,20729.38
2014/1/9,1838.13,6691.34,4225.14,9421.61,15880.33,22787.33,2222.221,20713.37
2014/1/10,1842.37,6739.94,4250.6,9473.24,15912.06,22846.25,2204.851,20758.49
2014/1/13,1819.2,6757.15,4263.27,9510.17,,22888.76,2193.679,21134.21
2014/1/14,1838.88,6766.86,4274.2,9540.51,15422.4,22791.28,2212.846,21032.88
2014/1/15,1848.38,6819.86,4332.07,9733.81,15808.73,22902,2208.941,21289.49
2014/1/16,1845.89,6815.42,4319.27,9717.71,15747.2,22986.41,2211.844,21265.18
2014/1/17,1838.7,6829.3,4327.5,9742.96,15734.46,23133.35,2178.488,21063.62
2014/1/20,,6836.73,4322.86,9715.9,15641.68,22928.95,2165.993,21205.05
2014/1/21,1843.8,6834.26,4323.87,9730.12,15795.96,23033.12,2187.41,21251.12
2014/1/22,1844.86,6826.33,4324.98,9720.11,15820.96,23082.25,2243.796,21337.67
2014/1/23,1828.46,6773.28,4280.96,9631.04,15695.89,22733.9,2231.889,21373.66
2014/1/24,1790.29,6663.74,4161.47,9392.02,15391.56,22450.06,2245.678,21133.56
2014/1/27,1781.56,6550.66,4144.56,9349.22,15005.73,21976.1,2215.919,20707.45
2014/1/28,1792.5,6572.33,4185.29,9406.91,14980.16,21960.64,2219.855,20683.51
2014/1/29,1774.2,6544.28,4156.98,9336.73,15383.91,22141.61,2227.781,20647.3
2014/1/30,1794.19,6538.45,4180.02,9373.48,15007.06,22035.42,2202.45,20498.25
2014/2/7,1797.02,6571.68,4228.18,9301.92,14462.41,21636.85,2212.483,20376.56
2014/2/10,1799.84,6591.55,4237.13,9289.86,14718.34,21579.26,2267.534,20334.27
2014/2/11,1819.75,6672.66,4283.32,9478.77,,21962.98,2285.562,20363.37
2014/2/12,1819.26,6675.03,4305.5,9540,14800.06,22285.79,2291.246,20448.49
2014/2/13,1829.83,6659.42,4312.8,9596.77,14534.74,22165.53,2279.554,20193.35
2014/2/14,1838.63,6663.62,4340.14,9662.4,14313.03,22298.41,2295.575,20366.82
2014/2/17,,6736,4335.17,9656.76,14393.11,22535.94,2311.647,20464.06
2014/2/18,1840.76,6796.43,4330.71,9659.78,14843.24,22587.72,2282.442,20634.21
2014/2/19,1828.75,6796.71,4341.1,9660.05,14766.53,22664.52,2308.656,20722.97
2014/2/20,1839.78,6812.99,4355.49,9618.85,14449.18,22394.08,2287.436,20536.64
2014/2/21,1836.25,6838.06,4381.06,9656.95,14865.67,22568.24,2264.294,20700.75
2014/2/24,1847.61,6865.86,4419.13,9708.94,14837.68,22388.56,2214.509,20811.44
2014/2/25,1845.12,6830.5,4414.55,9699.35,15051.6,22317.2,2157.909,20852.47
2014/2/26,1845.16,6799.15,4396.91,9661.73,14970.97,22437.44,2163.405,20986.99
2014/2/27,1854.29,6810.27,4396.39,9588.33,14923.11,22828.18,2154.108,
2014/2/28,1859.45,6809.7,4408.08,9692.08,14841.07,22836.96,2178.971,21120.12
2014/3/3,1845.73,6708.35,4290.87,9358.89,14652.23,22500.67,2190.37,20946.65
2014/3/4,1873.91,6823.77,4395.9,9589.15,14721.48,22657.63,2184.273,21209.73
2014/3/5,1873.81,6775.42,4391.25,9542.02,14897.63,22579.78,2163.976,21276.86
2014/3/6,1877.03,6788.49,4417.04,9542.87,15134.75,22702.97,2173.634,21513.87
2014/3/7,1878.04,6712.67,4366.42,9350.75,15274.07,22660.49,2168.358,21919.79
2014/3/10,1877.17,6689.45,4370.84,9265.5,15120.14,22264.93,2097.787,21934.83
2014/3/11,1867.63,6685.52,4349.72,9307.79,15224.11,22269.61,2108.661,21826.42
2014/3/12,1868.2,6620.9,4306.26,9188.69,14830.39,21901.95,2114.134,21856.22
2014/3/13,1846.34,6553.78,4250.51,9017.79,14815.98,21756.08,2140.333,21774.61
2014/3/14,1841.13,6527.89,4216.37,9056.41,14327.66,21539.49,2122.836,21809.8
2014/3/17,1858.83,6568.35,4271.96,9180.89,14277.67,21473.95,2143.038,
2014/3/18,1872.25,6605.28,4313.26,9242.55,14411.27,21583.5,2138.133,21832.61
2014/3/19,1860.77,6573.13,4308.06,9277.05,14462.52,21568.69,2120.87,21832.86
2014/3/20,1872.01,6542.44,4327.91,9296.12,14224.23,21182.16,2086.967,21740.09
2014/3/21,1866.52,6557.17,4335.28,9342.94,,21436.7,2158.798,21753.75
2014/3/24,1857.44,6520.39,4276.34,9188.77,14475.3,21846.45,2176.554,22055.48
2014/3/25,1865.62,6604.89,4344.12,9338.4,14423.19,21732.32,2174.44,22055.21
2014/3/26,1852.56,6605.3,4385.15,9448.58,14477.16,21887.75,2171.047,22095.3
